X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RBM8A,2.51556151783521e-114,-0.253567668947546,0.322,0.337,7.58869443085349e-110
TANK,3.24026120656105e-113,-0.29110053974243,0.379,0.407,9.77489598183273e-109
FXYD5,1.35844874534817e-110,-0.258699105501199,0.687,0.697,4.09803233009182e-106
HIF1A,1.88360570448187e-109,-0.257453654842357,0.402,0.43,5.68227332871045e-105
GAPDH,4.11741416781907e-109,-0.270817318296309,0.647,0.652,1.24210033200598e-104
HERPUD1,5.97385506143813e-109,-0.269636661250552,0.392,0.38,1.80213285638404e-104
EIF4H,1.80556386529271e-108,-0.258152383890474,0.309,0.327,5.44684451242852e-104
HIVEP1,3.37464662282075e-104,-0.334389577190984,0.181,0.23,1.01802964670634e-99
CENPC,7.04723222654444e-101,-0.252407757067558,0.325,0.342,2.12593854578166e-96
DHFR,2.21015538052774e-100,-0.398969681171838,0.086,0.102,6.66737573643805e-96
AC105402.3,1.42013852962604e-99,-0.623831456150037,0.347,0.379,4.28413190232288e-95
RGS2,8.89142719155103e-98,-0.2830597846033,0.219,0.238,2.6822768408752e-93
RAB30,1.1794552034453e-97,-0.277478523812882,0.357,0.393,3.55806251223345e-93
CYLD,1.98535102407368e-93,-0.252495760057428,0.28,0.304,5.98920843432306e-89
ABCG1,2.67452475574269e-93,-0.341066789473203,0.14,0.178,8.06823883064897e-89
PIK3CA,1.44247520325822e-85,-0.312399121227895,0.203,0.246,4.35151494566906e-81
NSF,5.12482913872434e-83,-0.345171952048864,0.29,0.328,1.54600720627897e-78
RASGRP1,5.54486910654883e-79,-0.28105894160361,0.113,0.145,1.67272066337259e-74
ACSM3,1.33087170938563e-70,-0.34074700418761,0.141,0.166,4.01484068570364e-66
INPP5A,1.32938061518452e-69,-0.309475932037994,0.167,0.196,4.0103425018271504e-65
PER1,2.8769512502768e-69,-0.254345325423067,0.196,0.224,8.67889883671002e-65
MAPK8,2.4119418770983701e-63,-0.269896266778024,0.195,0.214,7.27610506064266e-59
RFTN1,1.67982127993618e-60,-0.278360183570128,0.207,0.223,5.06751685518347e-56
PDE3B,1.16307434281135e-52,-0.259326138469983,0.138,0.153,3.50864636995901e-48
