X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CD55,1.99877021592899e-279,0.43217310794169,0.495,0.343,6.02969011039298e-275
SYK,7.44796320041984e-278,0.376056800241297,0.454,0.306,2.24682705867065e-273
IER2,7.2666179441075e-275,0.381066601856021,0.523,0.371,2.19212063519891e-270
NIBAN3,3.22937600731199e-274,0.330976762115559,0.646,0.495,9.74205860125809e-270
HVCN1,1.97194979051707e-273,0.331544996969658,0.573,0.42,5.94878093305284e-269
ZCCHC7,7.76988002351603e-270,0.432638716197999,0.635,0.484,2.34393970669408e-265
ATP6V0C,7.045713048316e-268,0.332845075790306,0.256,0.136,2.12548025528549e-263
FLI1,4.63076329779784e-262,0.36080136291796,0.36,0.225,1.39696236404667e-257
WASF2,7.44755400525823e-262,0.343879448181093,0.332,0.2,2.24670361676625e-257
SRSF2,8.9251070595652e-259,0.343568497661261,0.278,0.156,2.69243704665903e-254
STX7,3.21928129451635e-256,0.36298688299362,0.416,0.277,9.71160588116746e-252
JTB,1.17307546001641e-255,0.325466291428457,0.227,0.116,3.5388167402315e-251
HERPUD1,2.400767410575e-255,0.313368139038167,0.392,0.257,7.24239504748161e-251
PACS1,2.01561949667174e-254,0.430325670751219,0.472,0.328,6.08051933560965e-250
TCEA1,9.55983095169322e-254,0.326193406302627,0.38,0.244,2.88391420319729e-249
AC119396.1,1.19823652372303e-252,0.300405007200091,0.453,0.316,3.61472012111525e-248
PDIA3,1.32785446013479e-252,0.402811345499327,0.276,0.155,4.00573854988861e-248
JUN,1.51300981377135e-251,0.512596771804091,0.734,0.619,4.56429670520403e-247
ARL6IP4,1.11550471677547e-249,0.287315121066903,0.268,0.15,3.36514307909655e-245
NME2,3.14812389975745e-249,0.285963331986886,0.447,0.308,9.49694536839829e-245
IKZF1,1.61724561641618e-247,0.376620539583893,0.475,0.333,4.8787448510427e-243
BCL11A,9.73933899498433e-245,0.405438944495204,0.359,0.228,2.93806639461692e-240
PAPOLA,1.51282511658049e-244,0.331992848382346,0.363,0.232,4.56373952918836e-240
HNRNPF,2.00354146014468e-244,0.255700877329142,0.415,0.283,6.04408352281844e-240
UBXN4,1.34868628144619e-242,0.326366200943275,0.353,0.224,4.06858190523872e-238
LIMD2,2.21084928095229e-241,0.255620099982291,0.638,0.496,6.66946902584876e-237
IKZF3,2.95548906505932e-240,0.37555805063706,0.513,0.37,8.91582386256446e-236
RNASEH2B,1.17898607939232e-239,0.323669152418586,0.28,0.162,3.5566473057028e-235
NCOA3,6.12691288496512e-239,0.350092988032481,0.524,0.384,1.84830581000743e-234
ADAM19,1.45381635796598e-238,0.464124894023045,0.341,0.213,4.38572780707596e-234
PDLIM1,1.48355592374173e-237,0.32240725230715,0.261,0.147,4.47544315515169e-233
PAK2,2.04926963756365e-237,0.298458315684368,0.317,0.195,6.18203171563826e-233
PLCG2,2.56101520699761e-237,0.345010132209038,0.405,0.273,7.72581457494969e-233
GRB2,2.26551484735485e-236,0.269097236304648,0.357,0.233,6.83437864001539e-232
RALY,6.38529744931907e-236,0.289591918028316,0.279,0.162,1.92625268153608e-231
CSK,1.55825360652945e-235,0.288890776311994,0.288,0.171,4.7007836548174e-231
HP1BP3,1.72527218655021e-235,0.325037111280721,0.324,0.2,5.20462860516602e-231
TRAF3IP3,8.02469348971008e-235,0.266659550686067,0.425,0.293,2.42080928504084e-230
NOL7,1.86200506174e-234,0.320095744836277,0.219,0.114,5.61711066975106e-230
PLEKHA2,4.11468606277672e-232,0.342284912090367,0.399,0.269,1.24127734455785e-227
ISCU,4.46985088212715e-232,0.284564953746802,0.24,0.131,1.3484199156113e-227
LSM2,8.77216775432281e-229,0.260926987110846,0.165,0.075,2.64629984644656e-224
BLNK,3.84861071923264e-228,0.308401251604484,0.361,0.237,1.16101039567091e-223
MBNL1,1.42229478602876e-227,0.368436451697701,0.763,0.638,4.29063668101295e-223
P2RY8,1.06326683495329e-222,0.31520009880724,0.512,0.377,3.2075570610036e-218
TMEM131L,6.04957049906081e-219,0.378162544960393,0.447,0.315,1.82497393245167e-214
AFF3,1.46420065719908e-218,0.395535049266666,0.823,0.713,4.41705412257246e-214
MIF,6.65278507957861e-216,0.263175605792372,0.453,0.324,2.00694567495648e-211
PTPRC,9.44866417572106e-216,0.285894284371646,0.897,0.803,2.85037852188977e-211
ID3,1.42424364759922e-214,0.271274921938681,0.111,0.041,4.29651581171255e-210
OSBPL10,3.22392577780197e-213,0.482022823034304,0.433,0.303,9.72561689389521e-209
KHDRBS2,4.95617742231964e-213,0.490689917362556,0.339,0.218,1.49513004299117e-208
PPP3CC,1.93433893142285e-212,0.332295665511388,0.292,0.178,5.8353202544233e-208
DOCK8,1.63166402485064e-211,0.310164279746933,0.547,0.414,4.92224086376693e-207
PAX5,2.21049151817299e-211,0.329475849836494,0.528,0.396,6.66838976287246e-207
VCP,3.62421519794628e-211,0.275640132436301,0.226,0.125,1.09331699876445e-206
MIS18BP1,9.76588325731001e-211,0.325528655924534,0.312,0.197,2.94607400223271e-206
NCOR1,1.27667289225537e-209,0.274895979674858,0.364,0.245,3.85133911406676e-205
RASGRP2,4.48110927060927e-208,0.254708980753671,0.289,0.179,1.3518162336647e-203
KIAA0040,6.00749354532177e-208,0.281691684649467,0.276,0.169,1.81228057781722e-203
VPS51,6.90038085324821e-208,0.31331051639356,0.233,0.13,2.08163789199939e-203
GYPC,8.15593873529394e-208,0.289304882525963,0.24,0.136,2.46040203827612e-203
CD79B,1.08769230797163e-207,0.329785307841947,0.669,0.542,3.28124138545801e-203
FCRL1,6.7388346741209e-207,0.314890092860996,0.631,0.5,2.03290425614205e-202
PHB2,6.75901459668294e-206,0.254606199715322,0.3,0.189,2.03899193338134e-201
SRPK2,8.79535574253319e-205,0.269596469944975,0.414,0.294,2.65329496684999e-200
SMC6,4.64792669236481e-203,0.358140367549774,0.259,0.153,1.40214004528569e-198
PDE7A,3.07776392588575e-202,0.388383480371182,0.4,0.276,9.28469043521954e-198
SELL,3.17317020245817e-200,0.264344274041521,0.629,0.501,9.57250254975555e-196
SNX29,1.15099227880839e-199,0.298631291202996,0.504,0.377,3.47219840748127e-195
EPB41,2.65850823600658e-199,0.313638645349394,0.406,0.284,8.01992179556105e-195
SF3A1,2.75593646077448e-199,0.266181113074089,0.204,0.112,8.31383352121838e-195
SYNRG,3.89035585665221e-199,0.338655720391815,0.231,0.131,1.17360365127627e-194
DCK,8.03888976674908e-199,0.269815602396471,0.165,0.08,2.4250918759352e-194
SSH2,1.05131129984384e-198,0.279573587747874,0.552,0.426,3.17149079823892e-194
STRBP,4.61643903022084e-197,0.357307963010231,0.379,0.259,1.39264116224672e-192
PEBP1,7.7499822837245e-197,0.256377728983898,0.327,0.214,2.33793715553117e-192
FCHSD2,7.5280305998282e-196,0.420093234585067,0.602,0.473,2.27098099105017e-191
WASHC4,2.6257861638297e-195,0.252151476040918,0.396,0.279,7.92120912042505e-191
YWHAQ,4.4656015287108e-195,0.292052916037171,0.264,0.159,1.34713801316619e-190
FNBP4,6.76307226749609e-192,0.264911273416394,0.322,0.212,2.04021601093555e-187
PALM2-AKAP2,6.57598751285941e-191,0.276658956945192,0.382,0.266,1.9837781530043e-186
NASP,1.18759474434089e-189,0.259224643476175,0.287,0.182,3.58261706525316e-185
MEF2C,7.23707746459375e-189,0.34572824721473,0.626,0.5,2.183209158744e-184
DMXL1,2.11981376669213e-187,0.312011823307933,0.336,0.225,6.39484218998016e-183
ALKBH7,2.27201945824228e-187,0.252546541697109,0.179,0.092,6.85400109967948e-183
UBE2J1,1.91179890787894e-186,0.28381483630975,0.204,0.113,5.7673237653984e-182
ADK,1.99702104894098e-185,0.334529525577934,0.638,0.514,6.02441339834026e-181
CCR6,3.59410624251636e-185,0.270027217024277,0.186,0.101,1.08423403017991e-180
ELOVL5,9.0655508852191e-185,0.273422132117507,0.416,0.299,2.73480473554404e-180
FAM117B,8.01147040580188e-180,0.353359941512332,0.259,0.159,2.41682027731825e-175
MYCBP2,1.27791225755943e-179,0.285388254984309,0.537,0.415,3.85507790737954e-175
BACH2,1.77905443978758e-178,0.416188453186494,0.716,0.599,5.36687352850718e-174
GLG1,2.01833543276826e-178,0.279372135475456,0.34,0.231,6.08871250003202e-174
PHTF2,4.60209104996209e-178,0.316455849534549,0.332,0.224,1.38831280704206e-173
AFF4,6.22724781609191e-178,0.266281986105179,0.316,0.21,1.87857384868045e-173
TBC1D22A,9.3333551025198e-178,0.275454537752658,0.476,0.358,2.81559323377715e-173
EMB,3.34266827280584e-177,0.288637693916159,0.252,0.154,1.00838273785734e-172
ANKRD44,8.25702722523877e-177,0.337835013527723,0.711,0.594,2.49089740303778e-172
PRKCB,5.49449992263546e-175,0.322778376678447,0.73,0.615,1.65752579166144e-170
B4GALT1,9.84951649807272e-175,0.273030150541445,0.26,0.163,2.9713036419736e-170
HOOK2,1.27815301060053e-173,0.281038667647742,0.149,0.073,3.85580418707862e-169
ARHGEF1,1.27513518986163e-172,0.253163422548034,0.294,0.192,3.84670032725558e-168
NSD3,1.32572471634983e-172,0.26216346245998,0.346,0.239,3.99931375181252e-168
NFATC3,3.41772741348738e-171,0.280746335107465,0.244,0.15,1.03102582882674e-166
TNRC6B,3.63167536001646e-171,0.256258337455276,0.591,0.475,1.09556750585617e-166
DIP2B,5.61762949342178e-167,0.352672128927837,0.278,0.178,1.69467028928055e-162
ARHGAP4,4.8239063613476e-166,0.257979611512063,0.222,0.132,1.45522783202773e-161
MTSS1,4.36850807551492e-165,0.270694253161609,0.501,0.388,1.31784783114059e-160
TBC1D5,2.84962647378506e-164,0.333192442779703,0.533,0.415,8.5964681834674e-160
SEL1L3,6.09499766859879e-164,0.324410307745244,0.378,0.27,1.8386779466862e-159
ARHGAP15,1.38828127928388e-163,0.356992156846944,0.744,0.636,4.18802813521567e-159
BCAS4,2.23787025686769e-163,0.254760487216013,0.214,0.126,6.75098320389277e-159
BCL7A,3.39788412620342e-162,0.286695796972414,0.202,0.117,1.02503970435179e-157
BNIP2,9.2188801956274e-161,0.254403283117707,0.239,0.147,2.78105958861492e-156
PPP3CA,1.62018858671271e-157,0.427924481496976,0.465,0.351,4.88762290953624e-153
USP6NL,2.23966419259608e-156,0.355719128463422,0.217,0.13,6.75639496980459e-152
PPP2CA,1.92573967787815e-155,0.251401339192602,0.219,0.132,5.809378886255e-151
SENP6,2.10895810784203e-155,0.262634344720719,0.302,0.204,6.36209392392706e-151
RANBP2,4.0102870568394e-153,0.29870795186052,0.306,0.207,1.20978329643674e-148
AREG,4.2549343853996e-153,0.336338806022721,0.157,0.083,1.2835860560435e-148
AHNAK,1.00952995938875e-150,0.288367303453998,0.486,0.378,3.04544902848805e-146
MAML2,7.19939175247431e-150,0.365700998075691,0.443,0.333,2.17184050996893e-145
PAFAH1B1,5.85875620569061e-147,0.253730761587036,0.309,0.213,1.76741098457069e-142
RERE,1.7137701936121e-144,0.289967282947496,0.377,0.275,5.16993054306962e-140
SETBP1,2.17999340380167e-144,0.335570350417322,0.345,0.245,6.57638610124849e-140
APP,2.06905257603066e-143,0.259946498890125,0.153,0.083,6.2417109061117e-139
COL19A1,4.07943920358833e-143,0.335454946692098,0.406,0.303,1.23064442454649e-138
FUT8,5.91242008002577e-143,0.335286998759657,0.3,0.204,1.78359976554137e-138
HERC4,1.89424617237126e-142,0.254584620467597,0.263,0.174,5.71437242819237e-138
LIX1-AS1,4.15588369864742e-142,0.407992583679832,0.241,0.154,1.25370543537097e-137
JAZF1,7.51009972364992e-140,0.308010549328964,0.367,0.268,2.26557178363347e-135
CAMK2D,9.95889950087794e-140,0.267790480781273,0.449,0.347,3.00430121242985e-135
LRBA,5.1318088092957e-139,0.266215350361077,0.463,0.358,1.54811276350023e-134
ZBTB20,3.29343156599112e-137,0.297110899352934,0.621,0.515,9.93529500512541e-133
BCL2,4.82568539204454e-137,0.316029240089617,0.394,0.292,1.45576451221808e-132
SIK3,1.41049139681838e-136,0.287887827819279,0.492,0.386,4.25502939678202e-132
TBC1D9,1.35857134904069e-135,0.37709946799444,0.253,0.166,4.09840218865106e-131
MAP3K8,5.03905184020816e-135,0.28500415063754,0.262,0.176,1.5201307686356e-130
ARHGEF18,9.27252327484122e-135,0.278991923473882,0.272,0.182,2.79724209632135e-130
SLC2A3,1.1292844540727e-134,0.255256553584129,0.534,0.429,3.40671241260112e-130
C12orf42,6.72524022774417e-134,0.260162172931737,0.218,0.139,2.02880321950358e-129
DOP1B,3.61575608014834e-133,0.276448435243467,0.19,0.114,1.09076513669835e-128
ETNK1,3.64654445833566e-133,0.272898357854931,0.183,0.108,1.10005306674612e-128
ARHGAP24,6.58979144664185e-133,0.392002664457909,0.52,0.413,1.98794238570845e-128
TCL1A,1.43779112302482e-130,0.418741141437775,0.4,0.3,4.33738448082897e-126
ARID1B,1.74784895075904e-130,0.292598043958971,0.487,0.383,5.27273592975481e-126
HDAC9,2.93559161340496e-130,0.312269511044087,0.393,0.295,8.85579922015874e-126
RPS6KA5,2.67035120388164e-128,0.274929611447156,0.298,0.207,8.05564847674975e-124
IL4R,7.30055304468687e-126,0.252635931554683,0.369,0.276,2.20235783699069e-121
ANTXR2,2.17614364338792e-125,0.278131404098876,0.265,0.181,6.56477252900833e-121
RUNX1,3.21920159655661e-124,0.327446877359381,0.285,0.197,9.71136545633232e-120
LPP,9.31190411817556e-123,0.288667414706321,0.374,0.28,2.80912211533002e-118
NUFIP2,6.49878489657242e-122,0.257389220810962,0.229,0.15,1.960488439749e-117
AC027097.2,3.95019532475972e-121,0.27822347052716,0.211,0.135,1.19165542362027e-116
PIP5K1B,1.24023296615024e-120,0.255492520660611,0.203,0.131,3.74141078898544e-116
IFNG-AS1,3.00078527115779e-120,0.267525482012649,0.223,0.149,9.05246892750171e-116
CDK13,9.01735763120022e-120,0.254218024491669,0.318,0.23,2.72026627660417e-115
LARGE1,6.87537791199836e-119,0.27885445820909,0.265,0.185,2.07409525471255e-114
DENND5B,4.95672632941349e-117,0.312959353571028,0.244,0.164,1.49529563179417e-112
COBLL1,1.31125100178553e-114,0.252534847300623,0.404,0.314,3.95565089708641e-110
KLF12,1.70880084499046e-114,0.252559418400377,0.367,0.277,5.15493950908271e-110
CRIP1,3.62202150898026e-109,0.300088297447118,0.383,0.294,1.09265522861408e-104
AUTS2,1.18271839471527e-106,0.330505451776097,0.365,0.277,3.56790658133757e-102
IMMP2L,1.87513437883941e-105,0.34917788990384,0.322,0.238,5.65671788064485e-101
FOXO1,4.1237376957626e-102,0.25323983678283,0.321,0.24,1.2440079506807e-97
FBXL17,7.41878580576199e-101,0.250824185206756,0.287,0.209,2.23802511402422e-96
CAMKMT,1.08034067809982e-100,0.251610460873246,0.187,0.122,3.25906372362374e-96
RFX3,1.08406345009404e-96,0.265259076390359,0.269,0.194,3.2702942098987e-92
FOS,2.278067306841e-96,0.255220368083544,0.814,0.744,6.87224564454724e-92
SKAP1,5.24276276516932e-95,0.298679209648865,0.314,0.236,1.58158424336863e-90
BMP2K,6.25145602166438e-95,0.268905058853571,0.218,0.149,1.88587673805549e-90
KCNQ5,1.45481641832419e-92,0.356707122164552,0.246,0.174,4.38874468915859e-88
KCNH8,2.10257627224139e-92,0.259432677764901,0.171,0.112,6.34284184047061e-88
CDK14,7.01300161617662e-92,0.281352452762913,0.447,0.361,2.115612197552e-87
CCSER1,1.41028690602873e-86,0.344151565203067,0.281,0.208,4.25441250941687e-82
XKR6,3.92720159784744e-85,0.256806161570307,0.159,0.102,1.18471890602264e-80
ANK3,1.38051416924053e-64,0.269274712781552,0.185,0.132,4.16459709434791e-60
